id,gender,customer type,age,type of travel,class,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes,satisfaction,age group,delay category,service score
16373,male,loyal customer,9,business travel,business,1325,4,1,1,1,4,4,4,4,4,3,3,1,4,4,51,60.0,neutral or dissatisfied,under 18,31-60,3.3333333333333335
26638,female,loyal customer,37,business travel,business,1527,1,1,1,1,1,3,5,2,2,2,2,1,2,3,0,0.0,satisfied,31-45,no delay,2.0833333333333335
107462,male,loyal customer,33,business travel,business,3684,2,2,2,2,5,5,5,5,3,3,4,4,4,5,26,20.0,satisfied,31-45,16-30,3.9166666666666665
40873,female,loyal customer,67,personal travel,eco,558,3,4,3,3,2,4,5,5,5,3,5,3,5,4,2,5.0,neutral or dissatisfied,60+,1-15,3.9166666666666665
107452,female,disloyal customer,34,business travel,eco plus,725,1,1,1,4,1,3,3,1,2,3,3,3,4,3,194,204.0,neutral or dissatisfied,31-45,60+,2.3333333333333335
29198,female,loyal customer,46,personal travel,eco plus,954,2,5,2,3,2,5,4,4,4,2,4,3,4,3,0,0.0,neutral or dissatisfied,46-60,no delay,3.25
14426,male,loyal customer,59,business travel,eco plus,585,5,3,3,3,5,5,5,5,3,4,5,3,4,5,0,0.0,satisfied,46-60,no delay,4.333333333333333
4576,male,loyal customer,70,personal travel,business,416,1,5,1,3,5,5,1,2,2,1,2,2,2,5,74,76.0,neutral or dissatisfied,60+,60+,2.4166666666666665
74459,female,loyal customer,44,business travel,business,1171,3,3,3,3,5,4,4,2,2,2,2,4,2,5,0,0.0,satisfied,31-45,no delay,3.1666666666666665
121265,male,loyal customer,63,personal travel,eco,2075,2,3,2,3,3,2,3,3,2,2,2,2,4,3,0,7.0,neutral or dissatisfied,60+,no delay,2.5
82475,female,loyal customer,60,personal travel,eco,241,1,4,1,5,5,4,4,5,5,1,5,5,5,5,0,0.0,neutral or dissatisfied,46-60,no delay,3.8333333333333335
14113,male,loyal customer,41,business travel,eco plus,453,2,1,1,1,2,2,2,2,5,4,2,5,1,2,51,42.0,satisfied,31-45,31-60,2.5
2270,male,disloyal customer,24,business travel,business,691,4,5,3,4,2,3,2,2,3,3,5,4,5,2,9,3.0,satisfied,18-30,1-15,3.1666666666666665
121311,female,disloyal customer,17,business travel,business,1009,5,0,5,1,1,5,1,1,5,2,4,4,5,1,0,0.0,satisfied,under 18,no delay,3.25
119315,male,loyal customer,30,personal travel,eco,214,3,0,3,1,5,3,3,5,5,4,4,5,5,5,0,0.0,neutral or dissatisfied,18-30,no delay,4.166666666666667
75988,female,loyal customer,32,personal travel,eco,228,4,4,0,4,2,0,2,2,2,4,3,1,4,2,7,0.0,satisfied,31-45,1-15,2.1666666666666665
113484,male,loyal customer,47,business travel,eco,226,3,4,4,4,3,3,3,3,1,3,4,1,4,3,24,10.0,neutral or dissatisfied,46-60,16-30,2.9166666666666665
52775,female,loyal customer,11,business travel,business,1874,2,3,3,3,2,2,2,2,2,3,4,1,3,2,8,11.0,neutral or dissatisfied,under 18,1-15,2.3333333333333335
69800,male,loyal customer,46,business travel,business,3331,4,4,4,4,5,5,4,4,4,4,4,5,4,4,14,10.0,satisfied,46-60,1-15,4.25
18474,female,loyal customer,39,business travel,eco,201,5,5,5,5,5,5,5,5,2,1,2,4,1,5,0,0.0,satisfied,31-45,no delay,3.75
121525,female,disloyal customer,39,business travel,business,912,4,4,4,4,4,4,1,4,4,3,5,4,5,4,3,19.0,neutral or dissatisfied,31-45,1-15,3.8333333333333335
19589,male,loyal customer,14,personal travel,eco,212,2,4,2,3,1,2,1,1,1,2,4,1,4,1,0,0.0,neutral or dissatisfied,under 18,no delay,1.8333333333333333
65392,male,loyal customer,11,personal travel,eco,631,2,3,2,1,5,2,5,5,4,2,4,4,2,5,0,0.0,neutral or dissatisfied,under 18,no delay,3.5
79635,female,loyal customer,24,business travel,eco,762,4,2,3,3,4,4,3,4,1,3,3,4,3,4,0,0.0,neutral or dissatisfied,18-30,no delay,3.3333333333333335
41273,male,loyal customer,30,personal travel,business,788,2,4,2,4,3,2,3,3,5,5,4,4,4,3,0,0.0,neutral or dissatisfied,18-30,no delay,3.3333333333333335
33311,female,loyal customer,46,business travel,business,2409,4,4,4,4,2,3,5,5,5,5,5,4,5,4,0,0.0,satisfied,46-60,no delay,4.25
64460,male,loyal customer,54,business travel,eco plus,989,4,3,3,3,4,4,4,4,4,5,4,3,4,4,25,17.0,neutral or dissatisfied,46-60,16-30,3.9166666666666665
78233,male,loyal customer,42,personal travel,eco,259,3,4,3,3,4,3,4,4,4,1,1,5,3,4,10,1.0,neutral or dissatisfied,31-45,1-15,3.25
112932,male,loyal customer,48,personal travel,eco,1390,2,5,2,4,3,2,3,3,1,5,2,5,1,3,33,14.0,neutral or dissatisfied,46-60,31-60,2.6666666666666665
107635,male,loyal customer,39,business travel,business,251,0,0,0,4,2,2,2,3,4,4,4,2,3,2,162,158.0,satisfied,31-45,60+,2.3333333333333335
102572,male,loyal customer,52,business travel,business,3825,2,2,2,2,3,5,5,4,4,4,4,5,4,4,2,0.0,satisfied,46-60,1-15,3.8333333333333335
8351,female,loyal customer,26,personal travel,eco,783,0,5,0,3,1,0,2,1,3,5,5,5,4,1,0,0.0,satisfied,18-30,no delay,2.25
51027,female,loyal customer,26,personal travel,eco,207,4,4,4,5,4,4,4,4,5,2,3,4,3,4,0,2.0,neutral or dissatisfied,18-30,no delay,3.75
34378,female,loyal customer,22,business travel,eco,728,0,5,0,3,4,0,4,4,2,4,5,4,4,4,0,0.0,satisfied,18-30,no delay,2.9166666666666665
107032,female,disloyal customer,43,business travel,eco,395,3,4,3,4,4,3,4,4,1,3,4,1,3,4,2,2.0,neutral or dissatisfied,31-45,1-15,3.0833333333333335
120117,male,loyal customer,36,business travel,eco,1176,3,3,3,3,3,3,3,3,3,3,4,2,4,3,30,65.0,neutral or dissatisfied,31-45,16-30,3.0833333333333335
31823,male,loyal customer,40,business travel,business,2762,2,2,2,2,5,5,5,2,5,3,2,5,1,5,0,12.0,satisfied,31-45,no delay,3.5
106991,male,loyal customer,55,personal travel,eco,937,1,3,1,2,1,1,1,1,2,3,2,4,3,1,30,20.0,neutral or dissatisfied,46-60,16-30,1.75
89165,female,loyal customer,33,personal travel,eco,1947,2,5,2,3,4,2,4,4,3,4,4,3,4,4,2,14.0,neutral or dissatisfied,31-45,1-15,3.3333333333333335
88454,female,loyal customer,48,business travel,business,3358,4,4,4,4,5,2,4,5,5,5,5,3,5,3,112,130.0,satisfied,46-60,60+,4.166666666666667
106700,female,loyal customer,49,business travel,eco,516,3,3,3,3,2,2,2,3,3,3,3,4,3,3,0,0.0,neutral or dissatisfied,46-60,no delay,2.8333333333333335
126430,female,loyal customer,58,business travel,eco plus,231,5,1,1,1,5,5,1,5,5,5,5,5,5,2,74,92.0,satisfied,46-60,60+,4.083333333333333
54711,female,loyal customer,74,business travel,eco,564,5,1,1,1,2,4,5,5,5,5,5,2,5,2,0,5.0,satisfied,60+,no delay,3.8333333333333335
127722,male,loyal customer,41,business travel,business,2231,3,3,3,3,4,4,4,4,4,4,4,5,4,4,0,0.0,satisfied,31-45,no delay,3.9166666666666665
128316,female,disloyal customer,22,business travel,eco,647,1,5,1,4,5,1,5,5,3,4,4,5,5,5,3,0.0,neutral or dissatisfied,18-30,1-15,3.6666666666666665
115416,male,disloyal customer,20,business travel,eco,296,2,0,2,1,3,2,3,3,4,3,5,3,4,3,0,0.0,neutral or dissatisfied,18-30,no delay,3.0833333333333335
119476,female,disloyal customer,20,business travel,eco,814,2,2,2,4,4,2,4,4,3,2,4,4,5,4,0,11.0,neutral or dissatisfied,18-30,no delay,3.3333333333333335
24224,female,loyal customer,33,business travel,eco,134,1,3,3,3,1,1,1,1,1,5,3,3,4,1,5,34.0,neutral or dissatisfied,31-45,1-15,2.0833333333333335
100556,male,loyal customer,55,personal travel,eco,1111,3,5,3,2,1,3,1,1,4,4,4,4,5,1,8,4.0,neutral or dissatisfied,46-60,1-15,2.8333333333333335
25812,male,loyal customer,27,business travel,business,1747,3,3,3,3,4,4,4,4,5,1,3,3,4,4,19,26.0,satisfied,18-30,16-30,3.5
54687,female,loyal customer,69,business travel,eco,861,4,1,1,1,5,4,4,4,4,4,4,3,4,3,53,93.0,neutral or dissatisfied,60+,31-60,3.6666666666666665
70697,male,loyal customer,39,personal travel,eco plus,447,3,4,3,3,4,3,4,4,3,5,4,3,4,4,3,0.0,neutral or dissatisfied,31-45,1-15,3.6666666666666665
111888,male,loyal customer,37,business travel,eco,404,3,5,3,5,3,4,3,3,1,2,5,3,2,3,14,0.0,satisfied,31-45,1-15,2.9166666666666665
53718,male,loyal customer,66,personal travel,eco,1190,1,4,1,3,5,1,5,5,1,4,3,2,3,5,1,0.0,neutral or dissatisfied,60+,1-15,3.0
104491,male,loyal customer,59,personal travel,eco,860,4,4,4,4,1,4,1,1,1,1,4,4,4,1,0,0.0,satisfied,46-60,no delay,2.5
118140,male,loyal customer,53,business travel,business,1444,1,1,1,1,3,5,5,4,4,5,4,3,4,5,2,0.0,satisfied,46-60,1-15,3.6666666666666665
42026,female,loyal customer,41,business travel,eco,116,5,5,5,5,5,5,5,5,5,5,4,4,2,5,0,1.0,satisfied,31-45,no delay,4.583333333333333
45199,female,loyal customer,50,business travel,eco,1120,2,1,1,1,5,2,2,2,2,2,2,2,2,1,0,0.0,neutral or dissatisfied,46-60,no delay,2.0833333333333335
39249,male,disloyal customer,48,business travel,eco,173,4,0,3,1,4,3,5,4,4,5,5,2,4,4,0,0.0,satisfied,46-60,no delay,3.9166666666666665
113591,female,disloyal customer,23,business travel,eco,414,3,0,3,2,1,3,1,1,5,1,5,4,5,1,0,0.0,neutral or dissatisfied,18-30,no delay,2.75
122348,female,loyal customer,53,business travel,business,529,1,1,1,1,4,5,5,4,4,4,4,5,4,5,0,0.0,satisfied,46-60,no delay,3.8333333333333335
16345,female,loyal customer,51,business travel,eco,160,5,4,4,4,5,2,1,5,5,5,5,5,5,2,27,11.0,satisfied,46-60,16-30,4.083333333333333
114555,female,loyal customer,26,personal travel,business,342,2,4,2,1,1,2,1,1,4,4,4,5,5,1,0,0.0,neutral or dissatisfied,18-30,no delay,2.6666666666666665
59921,male,loyal customer,35,business travel,business,3754,3,1,1,1,3,4,4,3,3,3,3,3,3,3,3,0.0,neutral or dissatisfied,31-45,1-15,3.0
35267,female,loyal customer,37,business travel,eco,1076,1,4,4,4,1,1,1,2,1,4,4,1,4,1,237,244.0,neutral or dissatisfied,31-45,60+,2.0833333333333335
30986,female,loyal customer,42,personal travel,eco,1476,4,1,3,3,3,2,4,1,1,3,1,2,1,2,64,74.0,neutral or dissatisfied,31-45,60+,2.25
49976,female,loyal customer,69,business travel,business,3055,1,2,2,2,4,3,3,1,1,1,1,1,1,4,8,0.0,neutral or dissatisfied,60+,1-15,1.9166666666666667
27175,male,loyal customer,43,personal travel,eco,2701,3,5,3,5,3,1,1,3,2,5,4,1,4,1,0,0.0,neutral or dissatisfied,31-45,no delay,2.5833333333333335
122845,female,loyal customer,40,business travel,business,226,3,3,3,3,2,5,5,5,5,5,5,5,5,5,0,0.0,satisfied,31-45,no delay,4.416666666666667
119593,female,disloyal customer,38,business travel,business,1979,4,4,4,4,4,4,2,4,4,3,5,4,5,4,0,0.0,neutral or dissatisfied,31-45,no delay,3.9166666666666665
13058,female,loyal customer,35,business travel,eco,936,4,5,5,5,4,4,4,4,2,1,3,3,5,4,0,0.0,satisfied,31-45,no delay,3.5833333333333335
16234,male,loyal customer,48,business travel,business,631,1,1,1,1,5,5,5,5,5,5,5,5,5,5,16,14.0,satisfied,46-60,16-30,4.333333333333333
119575,male,loyal customer,30,personal travel,eco plus,814,1,0,1,4,1,1,1,1,4,3,4,4,3,1,0,0.0,neutral or dissatisfied,18-30,no delay,2.0833333333333335
14522,male,loyal customer,52,business travel,eco,288,4,1,4,1,4,4,4,4,1,5,1,4,3,4,0,0.0,satisfied,46-60,no delay,3.5
129516,male,loyal customer,45,business travel,business,1744,2,2,2,2,5,3,4,4,4,4,4,3,4,5,0,0.0,satisfied,31-45,no delay,3.6666666666666665
45376,male,loyal customer,61,business travel,eco plus,150,4,1,1,1,4,4,4,4,3,5,3,1,3,4,0,0.0,satisfied,60+,no delay,3.3333333333333335
3866,male,loyal customer,15,personal travel,business,290,3,5,3,4,5,3,3,5,5,2,4,3,5,5,9,0.0,neutral or dissatisfied,under 18,1-15,3.8333333333333335
7844,male,loyal customer,26,business travel,business,1760,3,3,2,3,4,4,4,4,2,4,5,4,3,4,94,160.0,satisfied,18-30,60+,3.5833333333333335
98288,female,loyal customer,23,personal travel,eco,1136,5,4,5,2,4,5,5,4,5,3,5,5,4,4,1,0.0,satisfied,18-30,1-15,4.5
20407,male,loyal customer,32,business travel,eco,196,4,1,1,1,4,4,4,4,2,5,1,3,4,4,96,89.0,satisfied,31-45,60+,3.3333333333333335
9933,male,loyal customer,47,business travel,eco,457,1,5,5,5,1,1,1,1,2,1,2,3,2,1,7,4.0,neutral or dissatisfied,46-60,1-15,1.75
90084,female,loyal customer,26,business travel,eco,1086,4,2,1,2,4,3,1,4,3,4,4,2,4,4,0,0.0,neutral or dissatisfied,18-30,no delay,3.1666666666666665
87867,female,loyal customer,40,business travel,business,2269,3,5,3,3,3,5,4,5,5,5,4,3,5,5,0,0.0,satisfied,31-45,no delay,4.166666666666667
1447,female,disloyal customer,26,business travel,business,772,4,4,4,1,1,4,1,1,5,2,5,3,5,1,0,0.0,satisfied,18-30,no delay,3.0
95699,male,loyal customer,33,business travel,business,3233,3,3,4,3,4,4,4,4,3,4,5,4,5,4,37,43.0,satisfied,31-45,31-60,4.0
31231,female,disloyal customer,26,business travel,business,472,1,2,1,3,2,1,2,2,3,3,4,3,3,2,0,0.0,neutral or dissatisfied,18-30,no delay,2.25
57421,male,loyal customer,56,personal travel,eco,258,2,4,0,5,3,0,3,3,2,3,5,5,1,3,0,0.0,neutral or dissatisfied,46-60,no delay,2.5
491,female,loyal customer,57,business travel,business,229,3,3,3,3,2,4,5,5,5,5,5,4,5,3,0,0.0,satisfied,46-60,no delay,4.083333333333333
105551,female,loyal customer,60,personal travel,eco,611,2,5,2,2,3,1,3,1,1,2,1,5,1,3,10,0.0,neutral or dissatisfied,46-60,1-15,2.0833333333333335
84092,male,loyal customer,40,personal travel,eco,757,1,5,1,4,4,1,4,4,4,4,5,3,4,4,6,52.0,neutral or dissatisfied,31-45,1-15,3.25
41496,male,loyal customer,27,business travel,business,1504,5,5,4,5,4,5,4,4,3,2,5,1,4,4,0,0.0,satisfied,18-30,no delay,3.75
61119,male,loyal customer,60,business travel,business,3967,5,5,5,5,2,5,5,4,4,5,4,5,4,4,2,9.0,satisfied,46-60,1-15,4.333333333333333
90825,female,loyal customer,46,business travel,business,270,4,4,4,4,5,4,5,5,5,5,5,5,5,3,0,0.0,satisfied,46-60,no delay,4.583333333333333
71645,female,loyal customer,69,personal travel,eco,1012,4,4,4,3,5,1,4,2,2,4,2,1,2,2,0,0.0,satisfied,60+,no delay,2.75
74800,female,loyal customer,15,business travel,eco plus,1205,3,4,4,4,3,3,2,3,2,1,3,1,4,3,0,0.0,neutral or dissatisfied,under 18,no delay,2.6666666666666665
89987,female,loyal customer,57,personal travel,eco plus,1310,2,4,2,3,4,3,5,2,2,2,2,3,2,5,3,1.0,neutral or dissatisfied,46-60,1-15,2.8333333333333335
63337,male,loyal customer,56,business travel,eco,447,4,5,5,5,4,4,4,4,2,3,3,1,4,4,1,3.0,satisfied,46-60,1-15,3.5
29652,female,loyal customer,53,personal travel,eco,1448,3,3,3,2,4,1,5,5,5,3,5,5,5,3,0,0.0,neutral or dissatisfied,46-60,no delay,3.9166666666666665
36651,male,loyal customer,11,personal travel,eco,1197,3,1,4,3,4,4,4,4,1,5,2,3,2,4,0,0.0,neutral or dissatisfied,under 18,no delay,3.3333333333333335
3644,male,loyal customer,43,business travel,business,431,3,3,3,3,4,4,4,3,3,3,3,3,3,4,0,0.0,satisfied,31-45,no delay,3.3333333333333335
129780,female,loyal customer,17,personal travel,eco,337,4,3,4,5,3,4,3,3,4,5,3,3,2,3,57,51.0,neutral or dissatisfied,under 18,31-60,3.4166666666666665
46266,female,loyal customer,66,personal travel,eco,679,1,5,2,1,3,5,5,2,2,2,4,4,2,3,11,23.0,neutral or dissatisfied,60+,1-15,2.9166666666666665
56105,female,loyal customer,79,business travel,eco,902,5,4,4,4,5,5,5,4,4,1,5,5,5,5,0,5.0,satisfied,60+,no delay,4.416666666666667
104517,female,loyal customer,52,personal travel,eco,942,4,4,4,5,1,4,3,4,4,4,4,1,4,4,0,20.0,neutral or dissatisfied,46-60,no delay,3.4166666666666665
94755,male,loyal customer,33,business travel,eco,239,3,5,5,5,3,3,3,3,2,2,3,1,2,3,3,1.0,neutral or dissatisfied,31-45,1-15,2.75
25166,female,loyal customer,48,business travel,business,369,5,5,5,5,3,5,1,4,4,4,4,1,4,4,0,0.0,satisfied,46-60,no delay,3.6666666666666665
60115,female,loyal customer,11,business travel,business,1182,3,3,3,3,5,5,5,5,4,5,5,3,5,5,0,0.0,satisfied,under 18,no delay,4.416666666666667
80845,female,loyal customer,55,business travel,eco,692,4,5,5,5,3,4,4,4,4,4,4,4,4,2,3,11.0,neutral or dissatisfied,46-60,1-15,3.8333333333333335
102024,female,loyal customer,43,business travel,business,3194,2,2,1,2,4,4,5,3,3,3,3,5,3,4,0,1.0,satisfied,31-45,no delay,3.3333333333333335
42811,female,disloyal customer,39,business travel,business,896,2,2,2,4,5,2,5,5,1,3,4,2,3,5,7,17.0,neutral or dissatisfied,31-45,1-15,3.25
61467,female,loyal customer,24,business travel,business,2442,1,1,1,1,5,5,5,5,5,3,5,4,5,5,7,0.0,satisfied,18-30,1-15,4.083333333333333
57654,female,loyal customer,33,personal travel,eco,200,4,5,4,3,2,4,2,2,3,3,5,1,3,2,1,0.0,neutral or dissatisfied,31-45,1-15,2.9166666666666665
50917,female,loyal customer,65,personal travel,eco,109,3,4,3,2,5,4,5,2,2,3,2,4,2,4,0,0.0,neutral or dissatisfied,60+,no delay,3.25
80991,male,loyal customer,49,business travel,business,2508,3,3,3,3,4,3,5,5,5,5,5,4,5,1,0,0.0,satisfied,46-60,no delay,4.0
36182,male,loyal customer,46,business travel,eco plus,1674,1,1,4,1,1,1,1,1,2,2,3,4,4,1,9,88.0,neutral or dissatisfied,46-60,1-15,2.0833333333333335
108746,female,loyal customer,37,business travel,business,2435,3,3,3,3,4,4,4,4,4,4,4,4,4,4,0,1.0,satisfied,31-45,no delay,3.8333333333333335
10329,female,loyal customer,49,business travel,business,1727,1,1,4,1,5,5,4,4,4,4,4,4,4,3,23,13.0,satisfied,46-60,16-30,3.8333333333333335
106613,female,loyal customer,57,business travel,business,3131,4,5,4,4,2,4,5,4,4,4,4,4,4,4,1,0.0,satisfied,46-60,1-15,3.9166666666666665
68446,female,loyal customer,51,business travel,business,1303,1,1,1,1,5,4,5,4,4,4,4,3,4,5,0,0.0,satisfied,46-60,no delay,3.6666666666666665
34123,male,loyal customer,9,business travel,eco,1046,2,1,5,5,2,2,1,2,4,1,4,3,4,2,0,2.0,neutral or dissatisfied,under 18,no delay,2.6666666666666665
127021,female,disloyal customer,22,business travel,eco,647,1,3,1,3,3,1,3,3,2,2,3,3,3,3,3,0.0,neutral or dissatisfied,18-30,1-15,2.3333333333333335
68679,female,disloyal customer,25,business travel,eco,237,2,0,2,2,3,2,3,3,3,5,3,1,4,3,2,0.0,neutral or dissatisfied,18-30,1-15,2.8333333333333335
23071,male,loyal customer,23,business travel,eco plus,820,3,3,3,3,3,3,4,3,1,1,4,2,4,3,31,31.0,neutral or dissatisfied,18-30,31-60,2.8333333333333335
83963,female,loyal customer,24,business travel,eco,321,4,1,1,1,4,4,2,4,2,5,4,3,3,4,0,0.0,neutral or dissatisfied,18-30,no delay,3.3333333333333335
64909,male,loyal customer,25,business travel,eco,551,4,1,1,1,4,4,2,4,1,5,3,2,4,4,0,0.0,neutral or dissatisfied,18-30,no delay,3.1666666666666665
45298,male,loyal customer,56,business travel,business,188,4,3,5,3,1,4,1,2,2,3,3,1,3,1,184,175.0,neutral or dissatisfied,46-60,60+,2.5
114492,male,loyal customer,56,business travel,business,2206,1,1,1,1,3,3,3,1,1,2,1,4,1,3,51,40.0,neutral or dissatisfied,46-60,31-60,2.0
104225,male,loyal customer,11,personal travel,eco,680,2,4,2,3,1,2,1,1,5,2,5,5,4,1,0,0.0,neutral or dissatisfied,under 18,no delay,2.5833333333333335
49852,female,loyal customer,47,business travel,business,3506,4,4,4,4,1,3,1,4,4,4,4,3,4,2,9,22.0,satisfied,46-60,1-15,3.1666666666666665
2957,female,loyal customer,50,business travel,business,835,2,2,2,2,2,3,3,2,2,2,2,4,2,1,25,3.0,neutral or dissatisfied,46-60,16-30,2.25
17424,female,loyal customer,37,business travel,eco,351,5,1,1,1,5,5,5,5,4,5,4,1,1,5,2,0.0,satisfied,31-45,1-15,3.8333333333333335
128451,male,loyal customer,40,personal travel,eco,304,4,5,3,4,3,3,3,3,5,5,4,3,4,3,0,2.0,satisfied,31-45,no delay,3.5833333333333335
115994,male,loyal customer,33,personal travel,eco,342,2,4,2,3,3,2,2,3,3,4,5,5,4,3,7,5.0,neutral or dissatisfied,31-45,1-15,3.1666666666666665
116284,female,loyal customer,19,personal travel,eco,446,3,4,3,3,1,3,1,1,4,2,5,4,4,1,30,18.0,neutral or dissatisfied,18-30,16-30,2.6666666666666665
35713,female,loyal customer,15,personal travel,eco,2586,2,5,2,1,2,1,1,4,5,4,5,1,3,1,0,22.0,neutral or dissatisfied,under 18,no delay,2.5833333333333335
4373,female,loyal customer,22,business travel,business,3487,3,4,5,4,3,3,3,1,4,3,4,3,2,3,112,139.0,neutral or dissatisfied,18-30,60+,3.0833333333333335
84692,female,loyal customer,52,personal travel,eco,2182,1,4,1,4,3,2,1,4,4,1,2,1,4,3,0,0.0,neutral or dissatisfied,46-60,no delay,2.25
8897,female,loyal customer,27,business travel,eco plus,622,2,2,2,2,2,2,2,2,1,3,3,3,4,2,11,2.0,neutral or dissatisfied,18-30,1-15,2.3333333333333335
82957,male,loyal customer,31,personal travel,business,1145,2,5,2,3,3,2,3,3,3,2,5,3,4,3,0,7.0,neutral or dissatisfied,31-45,no delay,2.9166666666666665
117416,male,loyal customer,39,business travel,business,1460,2,2,2,2,4,4,5,4,4,4,4,5,4,5,0,21.0,satisfied,31-45,no delay,3.9166666666666665
98774,male,loyal customer,18,personal travel,eco,2075,3,2,3,2,3,3,3,3,2,5,1,2,2,3,106,117.0,neutral or dissatisfied,under 18,60+,2.75
38404,male,loyal customer,36,personal travel,eco,1754,3,3,3,3,1,3,1,1,5,2,1,1,4,1,0,29.0,neutral or dissatisfied,31-45,no delay,2.1666666666666665
98205,female,loyal customer,7,personal travel,eco,327,3,0,3,2,4,3,3,4,5,2,4,5,4,4,0,0.0,neutral or dissatisfied,under 18,no delay,3.6666666666666665
3560,male,disloyal customer,44,business travel,business,227,2,2,2,4,1,2,1,1,1,5,3,1,4,1,0,0.0,neutral or dissatisfied,31-45,no delay,2.0
89788,male,loyal customer,20,personal travel,eco,1096,3,5,3,4,5,3,5,5,3,5,4,5,1,5,0,0.0,neutral or dissatisfied,18-30,no delay,3.9166666666666665
55036,female,loyal customer,58,business travel,eco,1303,3,1,1,1,3,3,3,3,4,3,3,3,2,3,161,158.0,neutral or dissatisfied,46-60,60+,2.8333333333333335
104658,male,disloyal customer,48,business travel,business,641,5,5,5,1,5,5,5,5,4,2,4,4,5,5,0,0.0,satisfied,46-60,no delay,4.5
73992,female,loyal customer,52,business travel,business,1972,4,4,4,4,3,4,5,5,5,5,5,4,5,4,2,0.0,satisfied,46-60,1-15,4.416666666666667
32809,male,loyal customer,69,business travel,business,216,3,3,3,3,2,2,4,5,5,5,5,3,5,2,0,0.0,satisfied,60+,no delay,3.6666666666666665
50986,male,loyal customer,25,personal travel,eco,153,3,5,3,1,1,3,1,1,4,5,4,3,5,1,3,0.0,neutral or dissatisfied,18-30,1-15,2.8333333333333335
